Month,Rice,Wheat,Barley,Corn,Peanuts,Sugar,Coconut-oil,Palm-oil,Sunflower-oil,Chicken,Beef,Pork,Fish,Tea,Coffee
Jun-07,0.32,0.22,0.18,0.17,1.12,0.0044,0.98,0.8,0.71,0.0392,0.0578,1.6327,4.22,1.66,2.04
Jul-07,0.33,0.24,0.18,0.15,1.2,0.0049,0.93,0.81,0.71,0.0395,0.0571,1.5611,4.35,1.64,2.04
Aug-07,0.33,0.26,0.16,0.15,1.32,0.0049,0.91,0.82,0.72,0.0395,0.0575,1.5512,4.73,1.61,1.93
Sep-07,0.32,0.33,0.18,0.16,1.44,0.0049,0.93,0.84,0.72,0.0397,0.0575,1.3922,4.58,1.77,2.05
Oct-07,0.33,0.34,0.2,0.16,1.42,0.0049,1.01,0.88,0.75,0.0388,0.0564,1.2498,4.48,1.75,2.01
Nov-07,0.34,0.32,0.19,0.17,1.63,0.0049,1.13,0.95,0.78,0.0377,0.0573,1.1012,4.5,1.71,2.04
Dec-07,0.36,0.37,0.2,0.18,1.7,0.0053,1.15,0.95,0.78,0.0373,0.058,1.1746,4.67,1.73,2.01
Jan-08,0.38,0.37,0.21,0.21,1.7,0.0057,1.28,1.06,0.78,0.0375,0.0593,1.097,4.81,2.14,2.19
Feb-08,0.46,0.42,0.22,0.22,1.56,0.0066,1.38,1.16,0.78,0.0384,0.0626,1.2756,4.74,2.42,2.55
Mar-08,0.59,0.44,0.23,0.23,1.8,0.0064,1.47,1.25,0.78,0.0395,0.0648,1.1737,5.22,2.1,2.69
Apr-08,0.91,0.36,0.24,0.25,1.8,0.0062,1.44,1.17,0.81,0.0399,0.0666,1.3481,5.12,2.2,2.45
May-08,0.9,0.33,0.24,0.24,1.8,0.006,1.5,1.21,0.82,0.0406,0.0747,1.722,5.31,2.14,2.4
Jun-08,0.76,0.35,0.24,0.29,1.82,0.006,1.55,1.21,0.73,0.0417,0.0787,1.6292,5.15,2.31,2.45
Jul-08,0.73,0.33,0.25,0.27,1.85,0.0068,1.44,1.13,0.73,0.043,0.0853,1.6773,5.62,2.41,2.54
Aug-08,0.69,0.33,0.21,0.24,1.63,0.0071,1.19,0.88,0.74,0.043,0.0822,1.8642,5.37,2.6,2.48
Sep-08,0.68,0.3,0.19,0.23,1.56,0.0066,1.11,0.77,0.79,0.043,0.0787,1.5688,4.96,2.57,2.32
Oct-08,0.61,0.24,0.14,0.18,1.44,0.0057,0.86,0.55,0.83,0.0425,0.0668,1.4037,4.16,2.23,1.96
Nov-08,0.55,0.23,0.13,0.16,1.36,0.006,0.72,0.49,0.86,0.0423,0.056,1.1596,3.82,1.73,2
Dec-08,0.53,0.22,0.12,0.16,1.28,0.0057,0.74,0.5,0.89,0.0423,0.0547,1.1839,3.9,1.77,1.82
Jan-09,0.58,0.24,0.12,0.17,1.27,0.0062,0.73,0.56,,0.0423,0.0556,1.2344,4.11,2.19,1.82
Feb-09,0.59,0.22,0.11,0.16,1.16,0.0064,0.67,0.57,,0.0421,0.052,1.2648,4.12,2.12,1.77
Mar-09,0.59,0.23,0.11,0.16,1.11,0.0066,0.62,0.6,,0.0417,0.0547,1.2644,4.48,2.14,1.68
Apr-09,0.55,0.23,0.11,0.17,1.13,0.0066,0.75,0.7,,0.0414,0.0564,1.2763,4.8,2.21,1.67
May-09,0.53,0.26,0.13,0.18,1.14,0.0077,0.84,0.8,,0.0423,0.0582,1.2946,5.44,2.22,1.67
Jun-09,0.57,0.26,0.15,0.18,1.12,0.0079,0.75,0.73,,0.0428,0.0593,1.2558,5.5,2.41,1.63
Jul-09,0.57,0.22,0.14,0.15,1.15,0.009,0.68,0.64,,0.043,0.0602,1.276,5.77,2.67,1.58
Aug-09,0.53,0.21,0.12,0.15,1.16,0.0108,0.75,0.72,,0.0421,0.0602,1.0926,4.99,2.81,1.6
Sep-09,0.52,0.19,0.1,0.15,1.16,0.0112,0.7,0.67,,0.0412,0.0602,1.116,5,2.97,1.63
Oct-09,0.49,0.2,0.13,0.17,1.16,0.011,0.71,0.68,,0.0403,0.0584,1.1233,4.81,2.61,1.62
Nov-09,0.54,0.21,0.16,0.17,1.16,0.0108,0.73,0.72,,0.0399,0.0608,1.1945,5.01,2.91,1.53
Dec-09,0.59,0.21,0.15,0.16,1.2,0.0115,0.77,0.79,,0.0399,0.0617,1.3636,5.05,2.98,1.54
Jan-10,0.57,0.2,0.15,0.17,1.21,0.0128,0.78,0.79,,0.0403,0.065,1.4846,5.15,2.85,1.54
Feb-10,0.54,0.19,0.14,0.16,1.25,0.0123,0.8,0.8,,0.0406,0.069,1.4592,5.54,2.94,1.5
Mar-10,0.5,0.19,0.15,0.16,1.24,0.009,0.92,0.83,,0.0408,0.0739,1.5637,5.99,2.8,1.48
Apr-10,0.47,0.19,0.15,0.16,1.18,0.0079,0.94,0.83,,0.0414,0.0794,1.7103,6.48,2.6,1.58
May-10,0.45,0.18,0.14,0.16,1.21,0.0075,0.93,0.81,,0.0421,0.0767,1.8803,6.32,2.33,1.56
Jun-10,0.44,0.16,0.15,0.15,1.23,0.0077,0.99,0.8,,0.0423,0.0705,1.7355,5.95,2.24,1.7
Jul-10,0.44,0.2,0.16,0.16,1.23,0.0084,1.03,0.81,,0.0428,0.0708,1.7372,6.31,2.32,1.88
Aug-10,0.45,0.25,0.16,0.18,1.23,0.009,1.17,0.9,,0.0428,0.0741,1.8331,6.44,2.51,1.82
Sep-10,0.48,0.27,0.17,0.21,1.23,0.011,1.27,0.91,,0.0425,0.0739,1.8062,6.2,2.46,1.79
Oct-10,0.49,0.27,0.17,0.24,1.4,0.0119,1.41,0.99,,0.0421,0.0752,1.5686,6.37,2.49,1.88
Nov-10,0.51,0.27,0.18,0.24,1.5,0.0128,1.51,1.11,,0.0414,0.0758,1.3995,6.06,2.52,2.03
Dec-10,0.53,0.31,0.19,0.25,1.52,0.0137,1.72,1.23,,0.0414,0.0825,1.517,6.9,2.69,2.07
Jan-11,0.52,0.33,0.2,0.26,1.58,0.0143,2.04,1.28,,0.0412,0.0904,1.6543,6.8,2.89,2.23
Feb-11,0.52,0.35,0.2,0.29,1.58,0.0143,2.26,1.29,,0.0414,0.0893,1.8347,6.98,2.79,2.41
Mar-11,0.49,0.32,0.2,0.29,1.65,0.0128,1.92,1.18,,0.0419,0.0913,1.782,7.3,2.74,2.6
Apr-11,0.48,0.34,0.21,0.32,1.77,0.0119,2.09,1.15,,0.0419,0.0937,2.0296,7.84,2.67,2.59
May-11,0.48,0.36,0.21,0.31,1.89,0.0106,2.1,1.16,,0.0421,0.0888,2.0382,7.43,2.62,2.69
Jun-11,0.51,0.33,0.21,0.31,1.92,0.0123,1.8,1.13,,0.0423,0.086,2.0845,6.3,2.71,2.6
Jul-11,0.54,0.3,0.22,0.3,2.07,0.0137,1.66,1.09,,0.0425,0.0871,2.1367,5.63,2.8,2.49
Aug-11,0.57,0.33,0.21,0.31,2.28,0.0134,1.45,1.08,,0.0428,0.088,2.2712,5.38,2.8,2.47
Sep-11,0.6,0.32,0.21,0.3,2.36,0.013,1.3,1.06,,0.0432,0.0853,1.9522,4.78,2.67,2.34
Oct-11,0.6,0.29,0.21,0.27,2.4,0.0123,1.21,0.99,,0.0432,0.0851,2.0388,4.26,2.69,2.16
Nov-11,0.62,0.28,0.21,0.27,2.74,0.0117,1.48,1.05,,0.0434,0.0917,1.8894,4.23,2.66,2.14
Dec-11,0.59,0.27,0.21,0.26,2.8,0.0112,1.44,1.03,,0.0437,0.0924,1.8503,4.55,2.61,2.17
Jan-12,0.54,0.27,0.21,0.27,2.8,0.0115,1.45,1.06,,0.0439,0.0926,1.8547,4.35,2.63,2.13
Feb-12,0.54,0.28,0.21,0.28,2.8,0.0117,1.41,1.11,,0.0443,0.0944,1.905,4.77,2.64,2.25
Mar-12,0.55,0.28,0.22,0.28,2.8,0.0117,1.34,1.15,,0.0452,0.0941,1.8671,5.05,2.73,2.28
Apr-12,0.55,0.27,0.24,0.27,2.8,0.011,1.35,1.18,,0.0454,0.0935,1.7604,4.98,2.78,2.24
May-12,0.6,0.26,0.24,0.27,2.8,0.0101,1.16,1.08,,0.0456,0.0906,1.745,5.01,2.8,2.36
Jun-12,0.6,0.28,0.24,0.27,2.25,0.0099,1.06,1,,0.0459,0.0893,2.0254,4.52,2.88,2.33
Jul-12,0.57,0.35,0.25,0.33,2.17,0.011,1.07,1.01,,0.0461,0.088,2.0827,4.44,2.99,2.36
Aug-12,0.57,0.35,0.27,0.33,1.85,0.0101,1,1,,0.0461,0.0891,1.9044,4.65,3.08,2.35
Sep-12,0.56,0.35,0.26,0.32,1.55,0.0097,0.97,0.97,,0.0465,0.0875,1.5161,4.81,3.04,2.31
Oct-12,0.56,0.36,0.25,0.32,1.49,0.0099,0.9,0.84,,0.0465,0.0884,1.7575,4.43,2.88,2.3
Nov-12,0.56,0.36,0.25,0.32,1.42,0.0095,0.85,0.81,,0.047,0.0937,1.7174,4.68,3.04,2.15
Dec-12,0.56,0.35,0.24,0.31,1.36,0.0095,0.78,0.78,,0.0474,0.0952,1.7685,5.24,3.08,2.13
Jan-13,0.56,0.34,0.23,0.3,1.35,0.0093,0.83,0.84,,0.0489,0.095,1.8252,6.16,3.05,2.2
Feb-13,0.56,0.32,0.24,0.3,1.35,0.0088,0.86,0.86,,0.0483,0.0944,1.8316,6.43,2.91,2.29
Mar-13,0.56,0.31,0.24,0.31,1.38,0.009,0.82,0.85,,0.0509,0.0933,1.6173,6.56,2.66,2.34
Apr-13,0.56,0.31,0.23,0.28,1.4,0.0086,0.79,0.84,,0.0505,0.0939,1.7185,7.07,2.37,2.24
May-13,0.54,0.32,0.23,0.3,1.4,0.0086,0.83,0.85,,0.0525,0.0926,1.9659,7.36,2.39,2.19
Jun-13,0.52,0.31,0.23,0.3,1.4,0.0084,0.9,0.86,,0.0529,0.0853,2.1627,6.88,2.31,2
Jul-13,0.51,0.3,0.21,0.28,1.39,0.0082,0.86,0.83,,0.0489,0.086,2.1705,7.35,2.28,2.1
Aug-13,0.48,0.31,0.19,0.24,1.36,0.0084,0.89,0.83,,0.045,0.0855,2.1191,6.96,2.28,2.07
Sep-13,0.44,0.31,0.16,0.21,1.39,0.0084,0.98,0.82,,0.0437,0.0855,2.0223,5.81,2.12,1.94
Oct-13,0.44,0.33,0.16,0.2,1.37,0.009,0.98,0.86,,0.0432,0.0866,1.9348,6.1,2,1.85
Nov-13,0.44,0.31,0.16,0.2,1.37,0.0086,1.27,0.92,,0.0448,0.0891,1.7968,6.38,2.09,1.76
Dec-13,0.45,0.29,0.16,0.2,1.37,0.0079,1.27,0.91,,0.0456,0.0906,1.7322,7.53,2.33,1.94
Jan-14,0.45,0.28,0.17,0.2,1.37,0.0075,1.27,0.86,,0.0465,0.0913,1.7383,8.06,2.56,1.93
Feb-14,0.46,0.29,0.17,0.21,1.32,0.0082,1.36,0.91,,0.0445,0.0924,1.9037,7.79,2.22,2.11
Mar-14,0.42,0.32,0.18,0.22,1.3,0.0086,1.39,0.96,,0.0498,0.0963,2.4959,7.43,2.09,2.32
Apr-14,0.4,0.32,0.18,0.22,1.24,0.0086,1.36,0.91,,0.0525,0.093,2.6528,7.56,2.09,2.33
May-14,0.39,0.33,0.18,0.22,1.2,0.0088,1.4,0.89,,0.0564,0.0944,2.4354,7.07,1.96,2.27
Jun-14,0.4,0.31,0.16,0.2,1.23,0.0088,1.4,0.86,,0.0562,0.0972,2.5413,6.19,1.91,2.18
Jul-14,0.42,0.28,0.14,0.18,1.26,0.0088,1.26,0.84,,0.054,0.1107,2.8367,6.39,2.1,2.24
Aug-14,0.44,0.26,0.12,0.18,1.26,0.0084,1.17,0.77,,0.05,0.1261,2.4074,5.93,2.03,2.21
Sep-14,0.43,0.24,0.11,0.16,1.31,0.0077,1.18,0.71,,0.052,0.1323,2.2163,5.49,1.89,2.22
Oct-14,0.43,0.25,0.11,0.16,1.34,0.0082,1.14,0.72,,0.052,0.1301,2.2465,5.37,1.91,2.31
Nov-14,0.42,0.26,0.11,0.18,1.37,0.0079,1.19,0.73,,0.0509,0.1272,1.8995,5.75,1.9,2.27
Dec-14,0.42,0.27,0.12,0.18,1.36,0.0075,1.22,0.69,,0.0489,0.1184,1.8256,6.15,1.88,2.2
Jan-15,0.42,0.25,0.13,0.17,1.39,0.0075,1.15,0.72,,0.0489,0.1168,1.6094,5.95,2.32,2.16
Feb-15,0.42,0.24,0.13,0.17,1.35,0.0071,1.16,0.72,,0.0448,0.1076,1.3633,5.58,2.42,2.17
Mar-15,0.41,0.23,0.13,0.17,1.35,0.0064,1.09,0.7,,0.0474,0.1041,1.3605,5.14,2.72,2.03
Apr-15,0.4,0.22,0.13,0.17,1.34,0.0064,1.08,0.68,,0.0509,0.1063,1.3444,5.12,2.77,2.03
May-15,0.38,0.22,0.13,0.17,1.27,0.0064,1.13,0.7,,0.0518,0.0992,1.7046,5.12,3.09,1.93
Jun-15,0.38,0.21,0.12,0.17,1.25,0.006,1.12,0.71,,0.0503,0.0979,1.7053,5.16,3.27,1.99
Jul-15,0.39,0.2,0.12,0.18,1.27,0.0062,1.1,0.68,,0.0456,0.1025,1.6744,5.29,3.39,1.92
Aug-15,0.37,0.18,0.11,0.16,1.23,0.0055,1.03,0.6,,0.0401,0.1052,1.6663,5.45,3.17,1.89
Sep-15,0.36,0.17,0.11,0.17,1.28,0.0057,1.05,0.6,,0.0373,0.101,1.5397,5.03,3.1,1.8
Oct-15,0.37,0.17,0.12,0.17,1.28,0.0068,1.1,0.64,,0.0355,0.0935,1.5706,5.02,3.24,1.82
Nov-15,0.37,0.18,0.12,0.17,1.31,0.0071,1.07,0.61,,0.0357,0.0888,1.2573,5.02,3.06,1.8
Dec-15,0.36,0.19,0.12,0.16,1.34,0.0071,1.15,0.61,,0.0384,0.0838,1.1709,5.79,3.03,1.75
Jan-16,0.37,0.19,0.12,0.16,1.31,0.0068,1.15,0.61,,0.0408,0.08,1.2017,6.45,2.72,1.65
Feb-16,0.38,0.19,0.11,0.16,1.28,0.0064,1.22,0.68,,0.039,0.0851,1.3876,6.14,2.48,1.63
Mar-16,0.38,0.19,0.11,0.16,1.28,0.0075,1.44,0.72,,0.0408,0.0888,1.3984,6.91,2.3,1.67
Apr-16,0.4,0.19,0.11,0.16,1.29,0.0075,1.58,0.78,,0.0425,0.0873,1.4288,7.11,2.11,1.77
May-16,0.43,0.17,0.11,0.17,1.2,0.0084,1.44,0.75,,0.0454,0.0891,1.6312,7.27,2.21,1.85
Jun-16,0.44,0.17,0.11,0.18,1.2,0.0095,1.55,0.72,,0.0474,0.0906,1.7428,7.67,2.41,1.89
Jul-16,0.44,0.15,0.11,0.16,1.33,0.0095,1.52,0.68,,0.0432,0.0939,1.6757,8.01,2.43,2
Aug-16,0.42,0.15,0.1,0.15,1.57,0.0097,1.58,0.77,,0.0384,0.0935,1.4365,7.06,2.31,2.02
Sep-16,0.38,0.15,0.09,0.15,1.55,0.0104,1.56,0.8,,0.0375,0.0908,1.2943,6.67,2.33,2.14
Oct-16,0.37,0.15,0.09,0.15,1.55,0.0108,1.47,0.75,,0.0351,0.0891,1.1074,7.21,2.39,2.29
Nov-16,0.36,0.15,0.09,0.15,1.56,0.0099,1.55,0.77,,0.0388,0.0948,1.0276,7.32,2.68,2.29
Dec-16,0.37,0.14,0.09,0.15,1.6,0.009,1.73,0.81,,0.041,0.0913,1.1784,7.86,2.67,2.25
Jan-17,0.38,0.15,0.09,0.16,1.64,0.0099,1.82,0.82,,0.0428,0.0897,1.353,8.64,3.05,2.39
Feb-17,0.37,0.16,0.09,0.16,1.65,0.0099,1.69,0.81,,0.0428,0.0933,1.5823,7.88,3.06,2.35
Mar-17,0.37,0.15,0.09,0.16,1.64,0.0088,1.54,0.78,,0.047,0.0959,1.5077,7.2,2.92,2.35
Apr-17,0.38,0.17,0.09,0.16,1.6,0.0079,1.59,0.75,,0.0476,0.0972,1.3142,7.44,2.87,2.28
May-17,0.42,0.18,0.09,0.16,1.59,0.0077,1.72,0.76,,0.0514,0.1014,1.5047,8.02,2.94,2.17
Jun-17,0.46,0.19,0.09,0.16,1.59,0.0068,1.87,0.74,,0.0536,0.1032,1.8089,8.1,3.14,2.25
Jul-17,0.42,0.2,0.09,0.16,1.49,0.0071,1.64,0.72,,0.0518,0.103,,,2.99,2.31
Aug-17,0.39,0.17,0.1,0.15,1.43,0.0071,1.84,0.72,,0.0483,0.0985,,,2.9,2.3
Sep-17,0.4,0.18,0.1,0.15,1.38,0.0071,1.6,0.76,,0.0465,0.0948,,,2.96,2.19
Oct-17,0.39,0.18,0.1,0.15,1.32,0.0071,1.48,0.75,,0.0437,0.0937,,,3.06,2.17
Nov-17,0.4,0.18,0.11,0.15,1.26,0.0073,1.55,0.73,,0.0432,0.0955,,,2.98,2.01
Dec-17,0.41,0.18,0.12,0.15,1.23,0.0071,1.45,0.68,,0.0434,0.0944,,,2.79,1.93
Jan-18,0.44,0.19,0.12,0.16,1.18,0.0068,1.39,0.7,,0.0456,0.0948,,,2.96,1.95
Feb-18,0.42,0.19,0.13,0.16,1.16,0.0066,1.24,0.71,,0.0437,0.0959,,,2.99,1.97
Mar-18,0.43,0.19,0.13,0.17,1.23,0.0062,1.12,0.71,,0.0485,0.0979,,,2.81,1.94
Apr-18,0.45,0.21,0.13,0.18,1.38,0.006,1.13,0.7,,0.052,0.0966,,,2.69,1.95
May-18,0.45,0.21,0.13,0.18,1.45,0.006,1.03,0.69,,0.0584,0.0952,,,2.61,1.96
Jun-18,0.43,0.22,0.13,0.17,1.5,0.0062,0.93,0.66,,0.06,0.0935,,,2.55,1.9
Jul-18,0.4,0.22,0.13,0.16,1.45,0.0057,0.92,0.62,,0.0558,0.0924,,,2.49,1.86
Aug-18,0.4,0.24,0.13,0.16,1.41,0.0053,0.92,0.61,,0.0489,0.0906,,,2.4,1.78
Sep-18,0.4,0.21,0.12,0.15,1.45,0.0055,0.9,0.61,,0.0448,0.0884,,,2.41,1.69
Oct-18,0.41,0.21,0.12,0.16,1.37,0.0064,0.83,0.59,,0.0448,0.0851,,,2.42,1.88
Nov-18,0.4,0.2,0.12,0.16,1.22,0.0062,0.76,0.54,,0.0448,0.0871,,,2.36,1.84
Dec-18,0.4,0.21,0.12,0.17,1.21,0.0062,0.8,0.54,,0.0461,0.0924,,,2.3,1.71
Jan-19,0.41,0.21,0.12,0.17,1.24,0.0062,0.77,0.58,,0.0474,0.0935,,,2.27,1.72
Feb-19,0.41,0.22,0.12,0.17,1.37,0.0064,0.71,0.6,,0.0461,0.0944,,,2.16,1.73
Mar-19,0.41,0.21,0.12,0.17,1.38,0.0062,0.68,0.57,,0.0456,0.0988,,,2.13,1.7
Apr-19,0.41,0.2,0.14,0.16,1.32,0.0062,0.67,0.59,,0.0461,0.1036,,,2.26,1.62
May-19,0.41,0.2,0.15,0.17,1.31,0.006,0.66,0.56,,0.0461,0.1014,,,2.39,1.57
Jun-19,0.42,0.21,0.15,0.2,1.32,0.0062,0.64,0.55,,0.0456,0.1021,,,2.19,1.63
Jul-19,0.42,0.2,0.15,0.19,1.26,0.0062,0.66,0.54,,0.0439,0.1021,,,2.17,1.63
Aug-19,0.43,0.18,0.14,0.16,1.25,0.006,0.72,0.59,,0.0419,0.1014,,,2.13,1.56
Sep-19,0.43,0.19,0.11,0.16,1.32,0.0057,0.72,0.58,,0.0408,0.1025,,,2.21,1.56
Oct-19,0.42,0.2,0.11,0.17,1.36,0.0062,0.72,0.59,,0.0408,0.1071,,,2.34,1.51
Nov-19,0.42,0.2,0.11,0.17,1.4,0.0062,0.85,0.69,,0.0408,0.131,,,2.26,1.62
Dec-19,0.43,0.21,0.11,0.17,1.53,0.0066,1.03,0.76,,0.0437,0.1226,,,2.21,1.61
Jan-20,0.45,0.22,0.11,0.17,1.67,0.0068,1,0.81,,0.0456,0.1111,,,2.29,1.56
Feb-20,0.45,0.22,0.11,0.17,1.72,0.0073,0.84,0.73,,0.0414,0.1041,,,2.11,1.5
Mar-20,0.49,0.21,0.11,0.16,1.87,0.0057,0.84,0.64,,0.0392,0.0985,,,1.99,1.49
Apr-20,0.56,0.22,0.11,0.15,2.05,0.0051,0.83,0.61,,0.028,0.0981,,,2.1,1.41
May-20,0.51,0.21,0.08,0.14,2.05,0.0053,0.83,0.58,,0.0335,0.112,,,1.97,1.42
Jun-20,0.52,0.2,0.08,0.15,2.05,0.006,0.92,0.66,,0.0346,0.1124,,,1.86,1.42
Jul-20,0.48,0.2,0.08,0.15,1.99,0.006,0.89,0.69,,0.0335,0.1036,,,1.78,1.49
Aug-20,0.5,0.2,0.08,0.15,1.3,0.0064,0.98,0.76,,0.0331,0.1021,,,2,1.6
Sep-20,0.51,0.2,0.08,0.17,1.68,0.0062,1.03,0.8,,0.0324,0.1014,,,2.05,1.6
