ds,y,index
11/26/2015,20,1059
11/27/2015,18.5,1060
11/28/2015,18.75,1061
11/29/2015,18.125,1062
11/30/2015,19.5,1063
12/1/2015,19.25,1064
12/2/2015,18.125,1065
12/3/2015,17.625,1066
12/4/2015,17.625,1067
12/5/2015,17.5,1068
12/6/2015,17.125,1069
12/7/2015,17.625,1070
12/8/2015,18.42857143,1071
12/9/2015,18.375,1072
12/10/2015,19,1073
12/11/2015,17.25,1074
12/12/2015,13.25,1075
12/13/2015,12.875,1076
12/14/2015,13.25,1077
12/15/2015,13.125,1078
12/16/2015,13,1079
12/17/2015,12.25,1080
12/18/2015,12.875,1081
12/19/2015,12.375,1082
12/20/2015,11.75,1083
12/21/2015,12.625,1084
12/22/2015,12,1085
12/23/2015,12.5,1086
12/24/2015,11.25,1087
12/25/2015,11.5,1088
12/26/2015,12.75,1089
12/27/2015,15.375,1090
12/28/2015,17.125,1091
12/29/2015,16.375,1092
12/30/2015,15.5,1093
12/31/2015,15,1094
1/1/2016,14.71428571,1095
1/2/2016,14,1096
1/3/2016,14.375,1097
1/4/2016,15.75,1098
1/5/2016,15.83333333,1099
1/6/2016,17.375,1100
1/7/2016,17.125,1101
1/8/2016,15.5,1102
1/9/2016,15.85714286,1103
1/10/2016,15.625,1104
1/11/2016,15.75,1105
1/12/2016,18,1106
1/13/2016,18.26666667,1107
1/14/2016,15.5625,1108
1/15/2016,13,1109
1/16/2016,13.6,1110
1/17/2016,14,1111
1/18/2016,13.26666667,1112
1/19/2016,12.35714286,1113
1/20/2016,12.06666667,1114
1/21/2016,12.1875,1115
1/22/2016,11.73333333,1116
1/23/2016,14.4375,1117
1/24/2016,11.1875,1118
1/25/2016,11.66666667,1119
1/26/2016,14.5625,1120
1/27/2016,17.58333333,1121
1/28/2016,16.85714286,1122
1/29/2016,19.5625,1123
1/30/2016,20.14285714,1124
1/31/2016,17.375,1125
2/1/2016,15.84615385,1126
2/2/2016,15.26666667,1127
2/3/2016,13.125,1128
2/4/2016,16.36363636,1129
2/5/2016,12.66666667,1130
2/6/2016,15.33333333,1131
2/7/2016,15.625,1132
2/8/2016,17.09090909,1133
2/9/2016,17.76923077,1134
2/10/2016,18.13333333,1135
2/11/2016,19.6875,1136
2/12/2016,19.2,1137
2/13/2016,17.06666667,1138
2/14/2016,17.64285714,1139
2/15/2016,17.6,1140
2/16/2016,18.21428571,1141
2/17/2016,18.71428571,1142
2/18/2016,19.46666667,1143
2/19/2016,23.15384615,1144
2/20/2016,23.625,1145
2/21/2016,21,1146
2/22/2016,21,1147
2/23/2016,21.42857143,1148
2/24/2016,21.6875,1149
2/25/2016,22.5625,1150
2/26/2016,22.8,1151
2/27/2016,22.8,1152
2/28/2016,23,1153
2/29/2016,23.875,1154
3/1/2016,24.91666667,1155
3/2/2016,24.93333333,1156
3/3/2016,26,1157
3/4/2016,27.3125,1158
3/5/2016,23.93333333,1159
3/6/2016,22.8125,1160
3/7/2016,23.71428571,1161
3/8/2016,23.42857143,1162
3/9/2016,24,1163
3/10/2016,25.5625,1164
3/11/2016,25.06666667,1165
3/12/2016,24.5625,1166
3/13/2016,24.25,1167
3/14/2016,22.375,1168
3/15/2016,24.06666667,1169
3/16/2016,23.9375,1170
3/17/2016,26.3125,1171
3/18/2016,26.1875,1172
3/19/2016,26.78571429,1173
3/20/2016,27.13333333,1174
3/21/2016,26.625,1175
3/22/2016,25.0625,1176
3/23/2016,26.2,1177
3/24/2016,28.13333333,1178
3/25/2016,29.875,1179
3/26/2016,24.66666667,1180
3/27/2016,26.25,1181
3/28/2016,25.93333333,1182
3/29/2016,27.125,1183
3/30/2016,29.57142857,1184
3/31/2016,30,1185
4/1/2016,30.57142857,1186
4/2/2016,32.3125,1187
4/3/2016,33.3125,1188
4/4/2016,32.8125,1189
4/5/2016,32.3125,1190
4/6/2016,31.375,1191
4/7/2016,29.93333333,1192
4/8/2016,29.26666667,1193
4/9/2016,30.73333333,1194
4/10/2016,32.25,1195
4/11/2016,29.8,1196
4/12/2016,30.2,1197
4/13/2016,31.75,1198
4/14/2016,33.125,1199
4/15/2016,33.625,1200
4/16/2016,35.6875,1201
4/17/2016,34.66666667,1202
4/18/2016,34.625,1203
4/19/2016,34,1204
4/20/2016,34.0625,1205
4/21/2016,34,1206
4/22/2016,33.25,1207
4/23/2016,31.91666667,1208
4/24/2016,31.3125,1209
4/25/2016,31.75,1210
4/26/2016,33.4375,1211
4/27/2016,33.125,1212
4/28/2016,34.15384615,1213
4/29/2016,34.07142857,1214
4/30/2016,33.0625,1215
5/1/2016,34.6875,1216
5/2/2016,38,1217
5/3/2016,35.5,1218
5/4/2016,33.71428571,1219
5/5/2016,30.6,1220
5/6/2016,31.4375,1221
5/7/2016,33.3125,1222
5/8/2016,35.13333333,1223
5/9/2016,33.53333333,1224
5/10/2016,34,1225
5/11/2016,32.5,1226
5/12/2016,35.375,1227
5/13/2016,37.29411765,1228
5/14/2016,36.5625,1229
5/15/2016,37.25,1230
5/16/2016,37.21428571,1231
5/17/2016,37.5,1232
5/18/2016,37.75,1233
5/19/2016,37.375,1234
5/20/2016,37.4,1235
5/21/2016,36.13333333,1236
5/22/2016,36.8,1237
5/23/2016,32.21428571,1238
5/24/2016,31.52631579,1239
5/25/2016,33.2173913,1240
5/26/2016,35.26923077,1241
5/27/2016,38.27272727,1242
5/28/2016,36.0625,1243
5/29/2016,31.5,1244
5/30/2016,26.8125,1245
5/31/2016,32.64285714,1246
6/1/2016,36,1247
6/2/2016,37.5625,1248
6/3/2016,37.5625,1249
6/4/2016,38.2,1250
6/5/2016,36.16666667,1251
6/6/2016,35.42857143,1252
6/7/2016,34.625,1253
6/8/2016,36.07142857,1254
6/9/2016,35.73333333,1255
6/10/2016,36.13333333,1256
6/11/2016,33.4375,1257
6/12/2016,35.5,1258
6/13/2016,36,1259
6/14/2016,32.625,1260
6/15/2016,34.73333333,1261
6/16/2016,33.5,1262
6/17/2016,34.1875,1263
6/18/2016,35.85714286,1264
6/19/2016,35.625,1265
6/20/2016,30.9375,1266
6/21/2016,32.875,1267
6/22/2016,33.125,1268
6/23/2016,33.84615385,1269
6/24/2016,36.4375,1270
6/25/2016,35.42857143,1271
6/26/2016,34.86666667,1272
6/27/2016,34.3125,1273
6/28/2016,30.78571429,1274
6/29/2016,35.375,1275
6/30/2016,35.46666667,1276
7/1/2016,32.125,1277
7/2/2016,28.4,1278
7/3/2016,29.5625,1279
7/4/2016,30.6875,1280
7/5/2016,33.25,1281
7/6/2016,33.26666667,1282
7/7/2016,33.5,1283
7/8/2016,30.8,1284
7/9/2016,33.25,1285
7/10/2016,32.5625,1286
7/11/2016,31.5,1287
7/12/2016,30.5,1288
7/13/2016,31.25,1289
7/14/2016,30.4375,1290
7/15/2016,31,1291
7/16/2016,27.125,1292
7/17/2016,28.125,1293
7/18/2016,27.66666667,1294
7/19/2016,32.3125,1295
7/20/2016,34.1875,1296
7/21/2016,34.13333333,1297
7/22/2016,34.125,1298
7/23/2016,31.875,1299
7/24/2016,31.4375,1300
7/25/2016,31.9375,1301
7/26/2016,30.3125,1302
7/27/2016,28.3125,1303
7/28/2016,29.53333333,1304
7/29/2016,27.375,1305
7/30/2016,27.33333333,1306
7/31/2016,29.26666667,1307
8/1/2016,29.125,1308
8/2/2016,30.6875,1309
8/3/2016,32.5625,1310
8/4/2016,33.11111111,1311
8/5/2016,33.8,1312
8/6/2016,30.06666667,1313
8/7/2016,33.11764706,1314
8/8/2016,33.80952381,1315
8/9/2016,31.61538462,1316
8/10/2016,32,1317
8/11/2016,28.10714286,1318
8/12/2016,29.03571429,1319
8/13/2016,30.32142857,1320
8/14/2016,28.93333333,1321
8/15/2016,31.67857143,1322
8/16/2016,31.33333333,1323
8/17/2016,29.92857143,1324
8/18/2016,29.88888889,1325
8/19/2016,32.07142857,1326
8/20/2016,33.18518519,1327
8/21/2016,31.59259259,1328
8/22/2016,32.18518519,1329
8/23/2016,31.48,1330
8/24/2016,30.17857143,1331
8/25/2016,31.52,1332
8/26/2016,31.22222222,1333
8/27/2016,31.78571429,1334
8/28/2016,33.4,1335
8/29/2016,29.57142857,1336
8/30/2016,30.04,1337
8/31/2016,27.25925926,1338
9/1/2016,27.96,1339
9/2/2016,30.73913043,1340
9/3/2016,30.89473684,1341
9/4/2016,31.69230769,1342
9/5/2016,31.07692308,1343
9/6/2016,30.375,1344
9/7/2016,31.1,1345
9/8/2016,31.91666667,1346
9/9/2016,30.55555556,1347
9/10/2016,31.23076923,1348
9/11/2016,31,1349
9/12/2016,31.64285714,1350
9/13/2016,32.53333333,1351
9/14/2016,30.85714286,1352
9/15/2016,31.72727273,1353
9/16/2016,31.4,1354
9/17/2016,32.30769231,1355
9/18/2016,32.25,1356
9/19/2016,32.375,1357
9/20/2016,33.44444444,1358
9/21/2016,33.36,1359
9/22/2016,30.03703704,1360
9/23/2016,31,1361
9/24/2016,31.24,1362
9/25/2016,31.13043478,1363
9/26/2016,31.48,1364
9/27/2016,32.18518519,1365
9/28/2016,32.44,1366
9/29/2016,32.22727273,1367
9/30/2016,32.21428571,1368
10/1/2016,32.54166667,1369
10/2/2016,32.81481481,1370
10/3/2016,33.26923077,1371
10/4/2016,30.55555556,1372
10/5/2016,28.83333333,1373
10/6/2016,30.7037037,1374
10/7/2016,30.96,1375
10/8/2016,30.6,1376
10/9/2016,30.92,1377
10/10/2016,29.77777778,1378
10/11/2016,29.66666667,1379
10/12/2016,29.57142857,1380
10/13/2016,29.96296296,1381
10/14/2016,29.75,1382
10/15/2016,27.74074074,1383
10/16/2016,28.42857143,1384
10/17/2016,28.6,1385
10/18/2016,28.5,1386
10/19/2016,28.92592593,1387
10/20/2016,29.07692308,1388
10/21/2016,28.40909091,1389
10/22/2016,29.33333333,1390
10/23/2016,27.5,1391
10/24/2016,28.5,1392
10/25/2016,28.04,1393
10/26/2016,27.57692308,1394
10/27/2016,26.55555556,1395
10/28/2016,25.51851852,1396
10/29/2016,25.81481481,1397
10/30/2016,24.82608696,1398
10/31/2016,24.53846154,1399
11/1/2016,24.38461538,1400
11/2/2016,23.72727273,1401
11/3/2016,25.64,1402
11/4/2016,24.81481481,1403
11/5/2016,23.11538462,1404
11/6/2016,22.92592593,1405
11/7/2016,24.54545455,1406
11/8/2016,23.73076923,1407
11/9/2016,23,1408
11/10/2016,23.51851852,1409
11/11/2016,23.92,1410
11/12/2016,23.53846154,1411
11/13/2016,24.2962963,1412
11/14/2016,23.34615385,1413
11/15/2016,22.24,1414
11/16/2016,21.76923077,1415
11/17/2016,21.73076923,1416
11/18/2016,21.73076923,1417
11/19/2016,20.66666667,1418
11/20/2016,22.25,1419
11/21/2016,21.53846154,1420
11/22/2016,22.57894737,1421
11/23/2016,22.82608696,1422
11/24/2016,21.42105263,1423
11/25/2016,23.6,1424
11/26/2016,24.29411765,1425
11/27/2016,23.63636364,1426
11/28/2016,22.45454545,1427
11/29/2016,21.61111111,1428
11/30/2016,19.86956522,1429
12/1/2016,19.75,1430
12/2/2016,19.20833333,1431
12/3/2016,21.20833333,1432
12/4/2016,18.9,1433
12/5/2016,18.63636364,1434
12/6/2016,18.53846154,1435
12/7/2016,18.25,1436
12/8/2016,16.9,1437
12/9/2016,19.41666667,1438
12/10/2016,16.44444444,1439
12/11/2016,20.04166667,1440
12/12/2016,19.90909091,1441
12/13/2016,19.05,1442
12/14/2016,18.55555556,1443
12/15/2016,18.16666667,1444
12/16/2016,15.83333333,1445
12/17/2016,17.5,1446
12/18/2016,16.08333333,1447
12/19/2016,17.85714286,1448
12/20/2016,19.8,1449
12/21/2016,18.05,1450
12/22/2016,17.28571429,1451
12/23/2016,15.55,1452
12/24/2016,17.31818182,1453
12/25/2016,14,1454
12/26/2016,17.14285714,1455
12/27/2016,16.85,1456
12/28/2016,17.2173913,1457
12/29/2016,15.23809524,1458
12/30/2016,14.0952381,1459
12/31/2016,15.05263158,1460
1/1/2017,10,1461
